ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
317105,10,"ESTOU A MAIS DE 4 DIAS FALANDO NESSE 0800 COM A SABEMI E NÃO ENVIAM O MEU BOLETO TENHO PROTOCOLO O PRIMEIRO QUE ME PASSARAM FOI 27129830 E OUTRO 271398721 ATÉ AGORA NÃO ME MANDAM O MEU BOLETO. É SIMPLES, VENDI UM TERRENO E NÃO QUERO MAIS TER ESSE EMPRÉSTIMO DESCONTANDO. EXIJO O MEU BOLETO. NÃO AGUENTO MAIS LIGAR E NÃO TER SOLUÇÃO",,,63
317105,11,"ESTOU A MAIS DE 4 DIAS FALANDO NESSE 0800 COM A SABEMI E NÃO ENVIAM O MEU BOLETO TENHO PROTOCOLO O PRIMEIRO QUE ME PASSARAM FOI 27129830 E OUTRO 271398721 ATÉ AGORA NÃO ME MANDAM O MEU BOLETO. É SIMPLES, VENDI UM TERRENO E NÃO QUERO MAIS TER ESSE EMPRÉSTIMO DESCONTANDO. EXIJO O MEU BOLETO. NÃO AGUENTO MAIS LIGAR E NÃO TER SOLUÇÃO",,,63
317106,12,Já liguei e tentei pegar o boleto de quitação total com desconto máximo. fiquei por tempos esperando pra ser atendido e quando fui me colocaram pra espera até desligarem.,,,29
317107,12,Bom dia   favor enviar meu boleto de quitação junto a essa institui~]ao,,,12
317108,12,"Bom dia   Solicito meu boleto de quitação das minhas parcelas junto a esse banco , para liquidação total    R$ 114,00  R$ 54,08",,,22
317109,10,"Servidora federal inativa, idosa maior de 90 anos sofrendo desconto em folha  de pagamento sem autorização formal.",,,17
317110,10,quero que seja cancelado esse desconto que entrou no meu ccheque sem minha autorizaçao entao quero que seja banido do meu ccheque o mas rapido possivel.,,,26
317111,11,"Traga uma reclamação relacionada ao desconto em folha do meu consignado pelo banco nubank onde foi descontado em folha porém a parcela do empréstimo segue em aberto com juros, onde já entrei em contato com a divgp e fui orientada por Suzi Shirley Oliveira a entrar em contato com a serpro e eles me informaram que  não é mais com eles e sim com sipec  e me informou que não conseguem acessar o seu gov.  Que era para procurar o RH da unidade que sou vinculada. Gostaria de saber como será resolvido essa situação.",,,94
317112,10,"Firmei acordo com o Banco BMG em 21/08/2023 mediante o feirão do Serasa da dívida referente ao cartão de crédito consignado em 48 parcelas de R$237,27 totalizando o montante de R$11.388,97 o qual está sendo regularmente pago com data de vencimento todo dia 25 de cada mês, conforme anexos. contudo, o banco ainda tem lançado descontos residuais na folha de pagamento conforme os contracheques de setembro/2023 e fevereiro/2024.  Nestes termos solicitamos o cancelamento dos citados descontos na folha do servidor em tela.",,,82
317113,10,"Estou escrevendo para contestar a inclusão do desconto consignado em minha folha de pagamento, referente ao contrato 130065403/2024 ,Solicito que a instituição faça a  exclusão imediata  do desconto consignado em minha folha de pagamento e tome as medidas necessárias para excluí-lo imediatamente.",,,42
317114,12,Preciso da data exata do repasse dessa parcela ao banco INTER. Essa Instituição está negando a devolver essa parcela na portabilidade ao Banco  do Brasil realizada em 02/fev/2024 em 92 parcelas restantes.,,,32
317115,11,Fiz uma portabilidade desse contrato para o Banco do Brasil em 91 parcelas cujo contrato foi quitado dia 09/fev/2024. Essa parcela foi averbada ao banco INTER origem do contrato inicial. Após fazer solicitação de devolução dessa parcela tive negada minha pretensão. Solicito a data exata do repasse desse órgão da parcela 91 ao Inter para fins de reclamação junto ao Central.,,,61
317116,11,Boa noite já faz quase 20 anos pagando esse cartão consignado bmg e nunca acabar.  Porfavor tenho que fazer o que para cancelar.,,,23
317117,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317118,12,SOLICITO A EXCLUSAO DO CONTRATO ACIMA E EXCLUSAO DO CONTRATO E EXCLUSAO SOLICITO A EXCLUSAO DOC ONTRATO ACIMA E REVISAO DO CONTRATO ACIMA E REVISAO DO CONTRATO,,,27
317119,11,SOLICITO A EXCLUSAO DO CONTRATO ACIMA E EXCLUSAO DO CONTRATO E EXCLUSAO SOLICITO A EXCLUSAO DOC ONTRATO ACIMA E REVISAO DO CONTRATO ACIMA E REVISAO DO CONTRATO,,,27
317120,10,"Falta de transparência na redação dos contratos de aquisicao do empréstimo consignado, de forma a permitir o entendimento do conteúdo e a identificacao de valores, prazos, encargos, multas, datas, juros e demais condições, solicito o cancelamento da consignação.",,,38
317121,11,Solicito a exclusão da parcela da minha folha.  A mesma já foi liquidada.,,,13
317122,11,Solicito a exclusão da parcela do meu contra cheque . A mesma já foi liquidada.,,,15
317123,11,"Solicito a exclusão da parcela do meu contra cheque, a mesma já foi liquidada.",,,14
317124,11,"Solicito a exclusão da parcela do meu contra cheque, a mesma já foi liquidada.",,,14
317125,11,"Solicito a exclusão da parcela do meu contra cheque , a mesma já foi liquidada.",,,15
317126,11,"Fiz um cartão benefício ao qual deveria receber 70% em dinheiro e 30% no cartão benefício para utilizar como crédito,para minha surpresa depois de quase dois meses sem o cartão chegar procurei me informar e o banco falou que não teria direito nem ao cartão benefício nem o cartão de crédito que fiz também,pergunto,porque não informaram antes,pois não   teria feito(todos os bancos liberam 70% em dinheiro e 30% em crédito)espero os meus cartões.",,,73
317127,10,"SOLICITO COM URGÊNCIA O MEU BOLETO PARA QUITAÇÃO . VENDI UM TERRENO RECENTEMENTE , E ESTOU COM O VALOR EM MÃOS PARA QUITAR.",,,23
317127,11,"SOLICITO COM URGÊNCIA O MEU BOLETO PARA QUITAÇÃO . VENDI UM TERRENO RECENTEMENTE , E ESTOU COM O VALOR EM MÃOS PARA QUITAR.",,,23
317127,12,"SOLICITO COM URGÊNCIA O MEU BOLETO PARA QUITAÇÃO . VENDI UM TERRENO RECENTEMENTE , E ESTOU COM O VALOR EM MÃOS PARA QUITAR.",,,23
317128,11,"VOU MARCAR UMA OPCAO SOMEMTE PARA PODER JUSTIFICAR E EXPLANAR POIS O CONSIGNADI ESTÁ CORRETO APENAS WYERO SABER DO MEU SALDO Gostaria de saber porque eu tenho margem de 660,49 e utilizada somente 64,oo e o saldo não retorna como disponível. não e só quando roda a folha e sempre assim a margem nunca retornou.",,,55
317129,12,Cartão com averbação sem fim.e ainda modificação no valor de 288 alterado para 314.quero providencias pois estou sendo lesado com está situação abusiva,,,23
317130,12,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317131,10,"Bom dia!!  Estou entrando em contato pois eu necessito que esse desconto de MENSALIDADE SINDICAL - SINSEP- - Contrato: Y340571-2476Z , seja cancelado imediatamente do meu salario, pois eu estou passando por varios momentos delicados e estou sem dinheiro e só agora que fui tomar conhecimento que me descontam um valor tão alto desse MENSALIDADE SINDICAL - SINSEP.  Esse valor está me fazendo muita falta   Se não for cancelado eu vou entrar em contato com advogados para resolver essa situação.  Obrigado.",,,81
317132,12,SOLICITO A EXCLUSAO DO CONTRATO ACIMA E EXCLUSAO DO CONTRATO E EXCLUSAO SOLICITO A EXCLUSAO DOC ONTRATO ACIMA E REVISAO DO CONTRATO ACIMA E REVISAO DO CONTRATO,,,27
317133,10,"Bom dia!!  Estou entrando em contato pois eu necessito que esse desconto de MENSALIDADE SINDICAL - SINDAGR - Contrato: Y343131-2475Z, seja cancelado imediatamente do meu salario, pois eu estou passando por vários momentos delicados e estou sem dinheiro e só agora que fui tomar conhecimento que me descontam um valor tão alto desse MENSALIDADE SINDICAL - SINDAGR Esse valor está me fazendo muita falta   Se não for cancelado eu vou entrar em contato com advogados para resolver essa situação.  Obrigado.",,,80
317134,11,Bom dia . Estou tentando falar com o Banco e não consigo pois preciso do valor da quitação total.para liberação da minha Margem consignável. Sem mais.ass: Julio Cezar  Obrigado!,,,29
317135,10,SOLICITO A EXCLUSAO DO CONTRATO ACIMA E EXCLUSAO DO CONTRATO E EXCLUSAO SOLICITO A EXCLUSAO DOC ONTRATO ACIMA E REVISAO DO CONTRATO ACIMA E REVISAO DO CONTRATO,,,27
317136,10,"O Referido desconto foi incluído no mês de agosto/2010 no valor de R$ 13,67 e até na folha de pagamento de fev./2024 o desconto já está em R$ 133,26 e não desejo este desconto em folha de pagamento. Em vária tentativas por telefone sem êxito e ainda, compareci ao endereço da SABEMI em Belo Horizonte no endereço e a mesma está fechada. Favor providenciarem o cancelamento urgente deste desconto no meu contracheque.  Aguardo novas orientações.",,,75
317137,10,"Informo que fui vítima de golpe no banco do Brasil, onde fizeram empréstimo em meu consignado sem minha autorização, em anexo o boletim de ocorrência da polícia com o meu relato sobre o caso. Na oportunidade peço a esta unidade pagadora a suspensão imediata do valor de R$ 14.388,70 debitado pelo banco do Brasil, ao qual assumo a total responsabilidade das informações por mim descritas aqui, e que foi aberto um processo na justiça comum nº 0015807-86.2024.4.8.17.2001 sobre essa situação contra o banco.",,,83
317138,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317139,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317140,10,SOLICITO A EXCLUSAO DO CONTRATO ACIMA E EXCLUSAO DO CONTRATO E EXCLUSAO SOLICITO A EXCLUSAO DOC ONTRATO ACIMA E REVISAO DO CONTRATO ACIMA E REVISAO DO CONTRATO,,,27
317141,12,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,10
317142,12,"Informo que já paguei a dívida, no entanto, a empresa fez a renovação sem a minha autorização.",,,17
317143,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317144,11,SOLICITO A EXCLUSAO DO CONTRATO ACIMA E EXCLUSAO DO CONTRATO E EXCLUSAO SOLICITO A EXCLUSAO DOC ONTRATO ACIMA E REVISAO DO CONTRATO ACIMA E REVISAO DO CONTRATO,,,27
317145,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,10
317146,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317147,10,"Solicito boleto para quitação total do meu empréstimo consignado com o banco Santander - Ole a parcela 288,81",,,18
317148,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317149,10,"Prezados,   IREI LIQUIDAR MEU CARTÃO e liguei no banco solicitando o cancelamento, me pediram numero do cartão eu passei e ai pediram a data e o ultimo valor recebido pelo banco e eu não sei. dessa forma alegaram inconsistência e disseram que não iriam cancelar isso é um ABSURDO.  EU COMO TITULAR DA DIVIDA NÃO CONSEGUIR CANCELAR O PRODUTO É PURA FALTA DE NOÇÃO DO BANCO E DOS ATENDENTES QUE ELES COLOCAM PRA FALAR COM O CLIENTE.   EU QUERO O CANCELAMENTO URGENTE DESSE CARTÃO POIS É UM DIREITO MEU OU VOU PROCESSAR O BANCO.",,,94
317149,11,"Prezados,   IREI LIQUIDAR MEU CARTÃO e liguei no banco solicitando o cancelamento, me pediram numero do cartão eu passei e ai pediram a data e o ultimo valor recebido pelo banco e eu não sei. dessa forma alegaram inconsistência e disseram que não iriam cancelar isso é um ABSURDO.  EU COMO TITULAR DA DIVIDA NÃO CONSEGUIR CANCELAR O PRODUTO É PURA FALTA DE NOÇÃO DO BANCO E DOS ATENDENTES QUE ELES COLOCAM PRA FALAR COM O CLIENTE.   EU QUERO O CANCELAMENTO URGENTE DESSE CARTÃO POIS É UM DIREITO MEU OU VOU PROCESSAR O BANCO.",,,94
317149,12,"Prezados,   IREI LIQUIDAR MEU CARTÃO e liguei no banco solicitando o cancelamento, me pediram numero do cartão eu passei e ai pediram a data e o ultimo valor recebido pelo banco e eu não sei. dessa forma alegaram inconsistência e disseram que não iriam cancelar isso é um ABSURDO.  EU COMO TITULAR DA DIVIDA NÃO CONSEGUIR CANCELAR O PRODUTO É PURA FALTA DE NOÇÃO DO BANCO E DOS ATENDENTES QUE ELES COLOCAM PRA FALAR COM O CLIENTE.   EU QUERO O CANCELAMENTO URGENTE DESSE CARTÃO POIS É UM DIREITO MEU OU VOU PROCESSAR O BANCO.",,,94
317150,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317151,12,"Bom dia! Esses descontos não vão parar,  Poxa , todo mês estão descontando a parcela 96. Desde o mês 07/2023. Por favor, estou me sentindo lesado. Meu nome: Jorge Luiz Coelho Meu SIAPE: 0766746 Meu CPF: 29773970787",,,37
317152,10,"boa tarde gentileza eu solicito o cancelamento desse meu seguro de 118,70 que vem todo mes descontado no meu salario sendo que ja vem outros seguro da mesma empressa descontado no meu contra cheque",,,34
317153,10,"boa tarde gentileza eu solicito o cancelamento desse meu seguro de 103,54 sem autorizacao foi colocado esse seguro",,,18
317154,10,"boa tarde gentileza eu solicito o cancelamento desse meu seguro de 86,10 que vem sendo descontado no meu salario todo mes",,,21
317155,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,10
317156,11,Esse empréstimo foi feito  como uma quitação de dívida e foi feito sem minha  autorização  por isso desejo que seja retirado da minha folha de pagamento  eu fui vítima de um golpe  gostaria  de um número de telefone  aonde  eu puder  falar  com alguma pessoa que possa  me ajudar,,,49
317157,11,solicito o meu boleto de quitação total do meu emprestimo,,,10
317158,10,Exclusão exclusão exclusão exclusão excludente exclusão exclusão exclusão exclusão,,,9
317159,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,10
317160,10,"Por favor, solicito a interrupção do pagamento ao banco Daycoval. Devido à minha falta de acesso regular ao contracheque, não estava ciente do desconto. Ao analisar o documento, constatei um desconto não reconhecido desde junho de 2022, no valor de R$ 399,71 mensal. Esclareço que nunca utilizei cartão de crédito desta instituição, e o contrato menciona um empréstimo realizado com o cartão de crédito do Daycoval. Apesar de minhas tentativas de contato com a empresa listada no contracheque, não obtive retorno. Diante disso, solicito o reembolso do montante deduzido desde de junho de 2022 e a imediata suspensão do desconto em meu contracheque",,,103
317161,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317162,12,"Quero a liberação da minha de cartão de crédito, quitei a dias e ainda se encontra presa, quero que liberem de imediato",,,22
317163,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317164,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317165,11,"Prezados, não trata se de reclamação propriamente, mas de pedido para que, conforme solicitação já feita diretamente à GEAP, o desconto consigando em folha seja excluído para que possa ser pago via boleto. Estou com um grave problema na família e preciso da minha margem consignada liberada c muita urgência.  Agradeço a compreensão!  Bruna de Andrade",,,56
317166,12,"Boa Tarde   Solicito meu saldo devedor para liquidação total junto a essa instituição , segue parcelas abaixo !  R$ 476,71  R$ 307,75",,,22
317167,12,"O empréstimo foi liquidado junto ao BRB mas ainda consta uma parcela a ser descontada, mas no banco não existe mais o contrato.",,,23
317168,12,peço cancelamento desse empréstimo pois  eu não fiz e trata-se de desconto irregular sem minha autorização,,,16
317169,10,solicito cancelamento desse desconto pois não foi eu que fiz tratasse de desconto irregular,,,14
317170,11,Quando solicitei me informaram que o desconto seria valor 221.09(podem verificar no extrato consignado) qusndo descontam no contracheque passa a ter o desconto de 325.08 (conforme aponta no contra cheque),,,30
317171,10,"PRECISO DO BOLETO DE QUITAÇÃO DOS MEUS CONTRATOS, COM URGENCIA",,,10
317172,10,"Os descontos realizados pela Seguradora não se sustentam, aliás, nunca deveriam ter acontecido, pois são indevidos e ilegais desde o início. Assim sendo, solicito o imediato cancelamento destes descontos e a restituição dos valores já descontados em minha folha de pagamento, com juros e correção, desde o mês de dezembro de 2020 até o mês de fevereiro de 2024, em virtude da finalização da sentença Judicial que condenou a empresa SABEMI e os atos por ela praticados, nesta data de 15/03/2024, cuja documentação segue anexa.",,,85
317172,11,"Os descontos realizados pela Seguradora não se sustentam, aliás, nunca deveriam ter acontecido, pois são indevidos e ilegais desde o início. Assim sendo, solicito o imediato cancelamento destes descontos e a restituição dos valores já descontados em minha folha de pagamento, com juros e correção, desde o mês de dezembro de 2020 até o mês de fevereiro de 2024, em virtude da finalização da sentença Judicial que condenou a empresa SABEMI e os atos por ela praticados, nesta data de 15/03/2024, cuja documentação segue anexa.",,,85
317173,11,"PRECIDO MEU BOLETO DE QUITAÇÃO, JÁ TENTEI LIGANDO NO  40021687 E NÃO CONSIGO ATENDIMENTO",,,14
317174,10,Esse desconto já existe na verdade desde de 2016 que esse banco desconta esse cartão que nós nunca recebeu do banco já entramos em processo contra ele pra resgatar todos esses descontos,,,32
317175,12,QUERO QUITAR MEU CONTRATO E SOLICITO O BOLETO DE QUITAÇÃO URGENTE,,,11
317176,10,Condenação da empresa conforme processo Judicial anexo. Solicito a liberação da margem consignada em virtude do parecer Judicial de 15/03/2024 anexo.,,,21
317177,10,Favor enviar carta de quitação total desta parcela de empréstimo quero fazer a quitação e preciso desta carta. Não quero mais esses descontos em folha e vou quitar esse empréstimo.,,,30
317178,12,Exclusão exclusão excludente exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,11
317179,10,Solicito saldo devedor para quitação pois não consegui por telefone nem email e nem aplicativo.,,,15
317180,10,Solicito saldo devedor desse contrato pois não consegui por ligação e nem aplicativo e nem em loja.,,,17
317181,10,Consignar em folha de pagamento valor diferente do contrato. E sem prévio aviso.,,,13
317182,10,"Solicito por gentileza boleto para quitação de contrato total,pois não conseguir pelos meios oficiais do Banco.",,,16
317182,11,"Solicito por gentileza boleto para quitação de contrato total,pois não conseguir pelos meios oficiais do Banco.",,,16
317182,12,"Solicito por gentileza boleto para quitação de contrato total,pois não conseguir pelos meios oficiais do Banco.",,,16
317183,10,"Solicito por gentileza, boleto para  quitação total do contrato,pois não conseguir pelos meios oficiais do banco.",,,16
317184,10,"A parte reclamante foi vítima de fraude conforme relatado na ocorrência policial anexa, visto que foi contatado por um representante do banco que lhe ofereceu a portabilidade de um empréstimo consignado anterior. Porém, este supostamente fraudou a contratação de um novo empréstimo consignado com Banco Santander, sem o consentimento da parte reclamante, pois a todo momento lhe foi oferecida a portabilidade. Desta forma, diante da fraude noticiada, requer a suspensão dos descontos indevidos.",,,73
317184,11,"A parte reclamante foi vítima de fraude conforme relatado na ocorrência policial anexa, visto que foi contatado por um representante do banco que lhe ofereceu a portabilidade de um empréstimo consignado anterior. Porém, este supostamente fraudou a contratação de um novo empréstimo consignado com Banco Santander, sem o consentimento da parte reclamante, pois a todo momento lhe foi oferecida a portabilidade. Desta forma, diante da fraude noticiada, requer a suspensão dos descontos indevidos.",,,73
317185,12,"Bom dia!   Solicito que me me enviem um boleto de quitação total do meu contrato de empréstimo. Estou tendo muitas dificuldades para conseguir, Já fiz de tudo.  preciso com máxima urgência, com vencimento para 2dia 19/03/2024.   por  favor me ajudem, pois estou me sentindo mal com tamanha dificuldade.",,,48
317186,11,"Solicito a verificação do valor ativo no extrato de consignações ativas que deveria ser de 92 reais conforme extrato anexo, pois está zerado o cartão benefício, e não deveria estar zerado, ao mesmo tempo que solicitei que o valor de 92 reais não ficasse preso no lecca, e eles fizeram zerar o cartão benefício. Aguardo resposta",,,56
317187,11,Venho através dessa registrar que não solicitei nenhum empréstimo relacionado a esses bancos PAN.. E Estão apresentando documentos que desconheço a procedência.,,,22
317188,12,"Não solicitei empréstimos relacionado a esse banco, nunca.... Qualquer documento apresentado por esses pode ser forjados.. Queixa já registrada na policia civil.",,,22
317189,11,"Não tenho nenhum cartão desse banco, nunca utilizei tal. Já registrei queixa na policia solícito a restituição de tudo que tiraram meu, de forma irregular...",,,25
317189,12,"Não tenho nenhum cartão desse banco, nunca utilizei tal. Já registrei queixa na policia solícito a restituição de tudo que tiraram meu, de forma irregular...",,,25
317190,11,"Já mais solicitei empréstimo desses banco, solicito restituição deque me foi retirado. Ocorrência registrada na policia civil....",,,17
317190,12,"Já mais solicitei empréstimo desses banco, solicito restituição deque me foi retirado. Ocorrência registrada na policia civil....",,,17
317191,12,Boa noite. O meu consignado já está quitado e na prévia do contra cheque de março está descontando novamente.  Favor verificar. Inclusive já foi dado baixa no SOUGOV.  Obrigada  Raquel Mendonça de Assis,,,33
317192,12,"Preciso com urgência do meu boleto de quitação da minha parcela de 115,80, já tentei pelo site e pelo whatsapp mas vocês não me encaminham...   Estou muito chateada com essa situação.",,,31
317193,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317194,11,Exclusão exclusão exclusão exclusão excludente exclusão exclusão exclusão,,,8
317195,10,"8/11/2021, eu recebi uma lWAHSAPP em meu telefone celular de número , de um senhor [número ddd (32) NAO se identificou como ""DANIELA"" representante da PROMOTORIA CAMPOS LTDAe que estava prestando serviços para o BANCO ITAU O representante me informou que o motivo do contato seria que o Banco ITAU estava querendo comprar minha dívida com o banco SANTANDER. O representante do Banco me informou que tinha em mãos informações a respeito de um contrato de empréstimo consignado que EU tenho com o Banco SANTANDER, FUI VITIMA SANTADE inclusive descreveu todas as características como número do contrato, quantidade de parcelas pagas e a vencer, valor da parcela, etc. De posse dessas informações, ele me disse que o BANCO ITAU que me compraria essa dívida e eu pagaria uma parcela menor do que o valor da prestação cobrada pelo Banco Santander, e pagaria o mesmo número de parcelas. Como os bancos costumam comprar dívidas, eu acreditei no que o representante me disse. representante falou que o BANCO ITAU iria entrar em contato comigo para confirmar a operação, validar os dados pessoais e os valores. Garantiu que a operação só seria liberada/validada após esse procedimento e que era imprescindível que os dados fossem confirmados conforme o acordo prévio com ele, sob pena de invalidar a operação. Disse que após a confirmação feita pelo BANCO ITAU ele enviaria o link do BANCO ITAU p/ fazer a biometria facial, recebi o link com os dados do BANCO ITAU, e por isso acreditei. Ao me ligar, questionei sobre selecionar no SIGEPE a opção novo contrato e não portabilidade, já que o banco estava comprando minha dívida, mas fui informada que o BANCO ITAU trabalha com amortização de saldo devedor por isso entraria como CONTRATO NOVO e o valor cobrado será menor que minha parcela anterior. Questionei sobre o desconto: como seria realizado e se essa operação se tratava realmente de PORTABILIDADE? Como seria confirmada pelo Banco? Ela afirmou categoricamente que sim: SERIA CONTRATO DE PORTABILIDADE e que no mês seguinte à operação, o desconto em nome do Banco Santander deixaria de ser re1,alizado e apenas seria descontado em folha o valor de 3 PRESTACAO ,Em nome do BANCO ITAU. O representante informou que me enviaria um boleto p/ devolução do valor creditado pelo BANCO ITAU o valor não entrar como nova dívida. t Hoje RECEBEI RH NO MEU TRABALHO ME MOSTROU CONTRA CHEGQUE ACONTECEU 3PRESTACAO DESCONTADO FOLHA CONTRA CHEQE NAO FUI FIZ NAO ACONTECE PROVALMENTE FOI PESSOA PRESTACAO contato c novamente informando que no meu contracheque estou com Três dívidas de empréstimo. O representante informou que o BANCO Itaú possui vários processos de contrato e a medida em que os contratos vão sendo encerrados , o banco vai receber a minha ficha como compra de dívida, por este motivo estou recebendo em meu contracheque a cobrança de duas dívidas. Disse que o valor que foi depositado Disse que o valor que foi depositado pelo Disse que o valor que foi depositado pelo BANCO itau",,,499
317196,10,"8/11/2021, eu recebi uma lWAHSAPP em meu telefone celular de número , de um senhor [número ddd (32) NAO se identificou como ""DANIELA"" representante da PROMOTORIA CAMPOS LTDAe que estava prestando serviços para o BANCO ITAU O representante me informou que o motivo do contato seria que o Banco ITAU estava querendo comprar minha dívida com o banco SANTANDER. O representante do Banco me informou que tinha em mãos informações a respeito de um contrato de empréstimo consignado que EU tenho com o Banco SANTANDER, FUI VITIMA SANTADE inclusive descreveu todas as características como número do contrato, quantidade de parcelas pagas e a vencer, valor da parcela, etc. De posse dessas informações, ele me disse que o BANCO ITAU que me compraria essa dívida e eu pagaria uma parcela menor do que o valor da prestação cobrada pelo Banco Santander, e pagaria o mesmo número de parcelas. Como os bancos costumam comprar dívidas, eu acreditei no que o representante me disse. representante falou que o BANCO ITAU iria entrar em contato comigo para confirmar a operação, validar os dados pessoais e os valores. Garantiu que a operação só seria liberada/validada após esse procedimento e que era imprescindível que os dados fossem confirmados conforme o acordo prévio com ele, sob pena de invalidar a operação. Disse que após a confirmação feita pelo BANCO ITAU ele enviaria o link do BANCO ITAU p/ fazer a biometria facial, recebi o link com os dados do BANCO ITAU, e por isso acreditei. Ao me ligar, questionei sobre selecionar no SIGEPE a opção novo contrato e não portabilidade, já que o banco estava comprando minha dívida, mas fui informada que o BANCO ITAU trabalha com amortização de saldo devedor por isso entraria como CONTRATO NOVO e o valor cobrado será menor que minha parcela anterior. Questionei sobre o desconto: como seria realizado e se essa operação se tratava realmente de PORTABILIDADE? Como seria confirmada pelo Banco? Ela afirmou categoricamente que sim: SERIA CONTRATO DE PORTABILIDADE e que no mês seguinte à operação, o desconto em nome do Banco Santander deixaria de ser re1,alizado e apenas seria descontado em folha o valor de 3 PRESTACAO ,Em nome do BANCO ITAU. O representante informou que me enviaria um boleto p/ devolução do valor creditado pelo BANCO ITAU o valor não entrar como nova dívida. t Hoje RECEBEI RH NO MEU TRABALHO ME MOSTROU CONTRA CHEGQUE ACONTECEU 3PRESTACAO DESCONTADO FOLHA CONTRA CHEQE NAO FUI FIZ NAO ACONTECE PROVALMENTE FOI PESSOA PRESTACAO contato c novamente informando que no meu contracheque estou com Três dívidas de empréstimo. O representante informou que o BANCO Itaú possui vários processos de contrato e a medida em que os contratos vão sendo encerrados , o banco vai receber a minha ficha como compra de dívida, por este motivo estou recebendo em meu contracheque a cobrança de duas dívidas. Disse que o valor que foi depositado Disse que o valor que foi depositado pelo Disse que o valor que foi depositado pelo BANCO ita",,,499
